"","hs_complete","taken_comp_classes","work_computer","computer_hours","income","job_satisfaction","retired_tech","computer_unemployment","computers_add_jobs","science_better","satisfaction_binomial","satisfaction_binom"
"3323","Yes","No","No",0,16000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3324","Yes","Yes","No",0,40000,"Strongly satisfied","No",NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3325","Yes","Yes","No",0,50000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3326","Yes","No","No",0,33000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3327","Yes","Yes","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3328","Yes","No","Yes",10,36000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3329","Yes","Yes","Yes",7,55000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3330","Yes","No","No",0,22000,"Strongly dissatisfied","No",NA,"Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"3331","Yes","Yes","Yes",10,36000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3332","Yes","Yes","No",0,33000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3333","Yes","Yes","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3334","No","No","No",0,40000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3335","Yes","No","No",0,400,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3336","No","No","No",0,10000,"Strongly satisfied","Not stated",NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3337","Yes","Yes","No",0,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3338","Yes","No","No",0,34000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"3339","No","No","No",0,7000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3340","No","No","No",0,18000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"3341","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3342","Yes","No","No",0,0,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3343","Yes","Yes","No",0,20000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3344","Yes","Yes","Yes",20,21000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3345","Yes","No","Yes",20,20000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"3346","Yes","No","No",0,50000,"Strongly satisfied",NA,"No","Strongly disagree","Strongly agree","Strongly satisfied",1
"3347","No","No","No",0,1200,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3348","Yes","No","No",0,7000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3349","Yes","Yes","No",0,8000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3350","Yes","No","No",0,11000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3351","Yes","No","No",0,13000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3352","Yes","Yes","Yes",3,17000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3353","Yes","No","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3354","Yes","No","No",0,16000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3355","Yes","Yes","Yes",16,14000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3356","Yes","No","No",0,22000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3357","Yes","Yes","No",0,20000,"Somewhat satisfied","No",NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3358","Yes","Yes","Yes",2,48000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3359","Yes","Yes","Yes",30,20000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3360","Yes","Yes","No",0,13000,"Strongly dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly dissatisfied",0
"3361","Yes","No","No",0,21000,"Somewhat dissatisfied",NA,"No","Strongly disagree","No opinion","Somewhat dissatisfied",0
"3362","Yes","No","No",0,1500,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3363","Yes","No","No",0,18000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3364","Yes","Yes","No",0,4000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3365","Yes","Yes","Yes",2,38000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"3366","No","No","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3367","Yes","Yes","No",0,20000,"Somewhat satisfied",NA,"No","Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3368","Yes","Yes","Yes",15,23000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3369","Yes","Yes","No",0,7000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"3370","Yes","Yes","No",0,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3371","Yes","Yes","No",0,36000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"3372","Yes","No","Yes",20,16000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3373","Yes","Yes","Yes",2,32000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3374","Yes","No","No",0,18000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"3375","No","Yes","Yes",15,12000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3376","Yes","No","No",0,5000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3377","Yes","No","No",0,24000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3378","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3379","Yes","Yes","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3380","Yes","No","No",0,38000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3381","Yes","No","No",0,17000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3382","Yes","Yes","No",0,2000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat disagree","Somewhat satisfied",1
"3383","Yes","No","No",0,750,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3384","Yes","Yes","Yes",4,54000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3385","Yes","Yes","Yes",10,40000,"Somewhat satisfied",NA,NA,"Strongly disagree","No opinion","Somewhat satisfied",1
"3386","Yes","Yes","No",0,2500,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3387","Yes","Yes","Yes",4,37000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"3388","Yes","No","No",0,35000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3389","Yes","No","No",0,21000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3390","No","No","No",0,13000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3391","Yes","No","No",0,9000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3392","Yes","No","No",0,20000,"Strongly satisfied","No",NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3393","Yes","No","No",0,7500,"Strongly satisfied","Not stated",NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3394","Yes","No","No",0,396,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3395","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3396","Yes","No","No",0,6000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3397","Yes","No","No",0,20000,"Strongly satisfied",NA,"No","No opinion","Somewhat agree","Strongly satisfied",1
"3398","Yes","No","No",0,26000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3399","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3400","Yes","No","Yes",0,40000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3401","Yes","No","No",0,35000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3402","Yes","No","No",0,1300,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3403","Yes","No","No",0,770,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"3404","Yes","No","No",0,48000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"3405","Yes","No","Yes",25,22000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3406","Yes","No","No",0,5424,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"3407","Yes","No","No",0,99,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3408","Yes","No","No",0,28000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3409","Yes","No","No",0,35000,"Somewhat dissatisfied",NA,"No","No opinion","Strongly agree","Somewhat dissatisfied",0
"3410","Yes","No","Yes",2,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"3411","Yes","No","No",0,25000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3412","Yes","Yes","Yes",5,54000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3413","Yes","Yes","Yes",25,36000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3414","Yes","No","No",0,10000,"Somewhat satisfied",NA,"No","Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3415","Yes","No","No",0,1200,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3416","Yes","Yes","Yes",25,18500,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3417","Yes","Yes","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3418","Yes","Yes","Yes",10,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"3419","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,NA,"Somewhat agree","Strongly satisfied",1
"3420","Yes","Yes","No",0,28000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3421","Yes","Yes","Yes",20,19000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3422","Yes","Yes","Yes",10,47000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3423","Yes","Yes","Yes",5,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3424","Yes","No","No",0,38000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3425","Yes","No","No",0,26000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"3426","Yes","Yes","No",0,10000,"Somewhat dissatisfied","No",NA,"Strongly agree","Somewhat agree","Somewhat dissatisfied",0
"3427","Yes","No","No",0,1600,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3428","Yes","No","No",0,384,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly satisfied",1
"3429","Yes","No","No",0,6000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3430","Yes","Yes","Yes",37,18000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"3431","Yes","No","No",0,2000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3432","Yes","Yes","Yes",12,15000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3433","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3434","Yes","Yes","Yes",35,35000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3435","Yes","No","Yes",38,25000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat dissatisfied",0
"3436","Yes","No","No",0,21000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3437","Yes","No","No",0,22000,"Somewhat satisfied",NA,"No","Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3438","Yes","No","No",0,6000,"Somewhat satisfied",NA,"No","Somewhat agree","Strongly agree","Somewhat satisfied",1
"3439","Yes","No","No",0,42000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3440","Yes","No","No",0,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3441","Yes","No","Yes",8,47000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3442","Yes","No","No",0,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3443","Yes","No","No",0,18000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"3444","No","No","No",0,11000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3445","Yes","No","No",0,40000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3446","Yes","No","No",0,34000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"3447","Yes","No","No",0,8400,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3448","Yes","No","No",0,14000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3449","Yes","Yes","Yes",2,20000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3450","Yes","No","No",0,18000,"Strongly satisfied",NA,"Do not know","Strongly disagree","Somewhat agree","Strongly satisfied",1
"3451","Yes","No","No",0,900,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3452","Yes","No","No",0,9000,"Strongly dissatisfied",NA,NA,"No opinion","Strongly agree","Strongly dissatisfied",0
"3453","Yes","No","No",0,7700,"Strongly dissatisfied",NA,NA,"Strongly agree","Strongly agree","Strongly dissatisfied",0
"3454","Yes","No","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3455","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3456","Yes","Yes","Yes",5,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3457","Yes","No","No",0,396,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"3458","Yes","Yes","Yes",2,45000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"3459","Yes","No","No",0,1200,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3460","Yes","No","No",0,24000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"3461","Yes","Yes","No",0,25000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3462","Yes","No","No",0,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3463","Yes","No","No",0,38000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3464","Yes","No","No",0,7000,"Somewhat satisfied",NA,NA,"Strongly disagree",NA,"Somewhat satisfied",1
"3465","Yes","No","No",0,8000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly dissatisfied",0
"3466","Yes","No","No",0,40000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"3467","Yes","No","No",0,3000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"3468","Yes","Yes","No",0,36000,"Somewhat dissatisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat dissatisfied",0
"3469","Yes","No","No",0,0,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"3470","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3471","Yes","No","Yes",2,40000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3472","Yes","No","No",0,860,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"3473","Yes","No","No",0,11000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"3474","Yes","Yes","Yes",10,53000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"3475","Yes","Yes","No",0,9600,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"3476","Yes","Yes","No",0,21000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3477","Yes","No","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"3478","Yes","No","Yes",8,25000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat dissatisfied",0
"3479","Yes","Yes","No",0,15000,"Somewhat dissatisfied",NA,"No","Somewhat disagree","No opinion","Somewhat dissatisfied",0
"3480","Yes","No","No",0,0,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"3481","Yes","No","No",0,17000,"Strongly satisfied",NA,"No","No opinion","Somewhat disagree","Strongly satisfied",1
"3482","Yes","No","No",0,34000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"3483","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
